"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"258","Haji Bunder Rd","342","Wing-B, Rajendra Kamble Rd, Siddharath Nagar, Vakola, Santacruz East","3/1/2020 - 3/31/2020, Every day, Daily Average",2238,1694,2955
"258","Haji Bunder Rd","343","500-B, Bhandup Village Rd, Subhash Nagar, Bhandup West","3/1/2020 - 3/31/2020, Every day, Daily Average",2587,2113,3166
"258","Haji Bunder Rd","344","Bhagya Shakha Bungalow","3/1/2020 - 3/31/2020, Every day, Daily Average",3479,2775,4360
"258","Haji Bunder Rd","345","Maharastra Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",1923,1435,2575
"258","Haji Bunder Rd","346","Ghodbunder Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4526,3608,5676
"258","Haji Bunder Rd","347","F-9, Bipex Rd, Simplex, Sector 5, Jijamata Nagar, Sector 7, Ghansoli","3/1/2020 - 3/31/2020, Every day, Daily Average",2880,2308,3593
"258","Haji Bunder Rd","348","300, 7, Mumbai - Pune Expy, Sector 4B, Asudgaon, Khanda Colony, Panvel","3/1/2020 - 3/31/2020, Every day, Daily Average",3049,2482,3745
"258","Haji Bunder Rd","350","200, Khot Kuwa Rd, Malkani Estate, Kasam Baug, Malad East","3/1/2020 - 3/31/2020, Every day, Daily Average",3262,2455,4333
"258","Haji Bunder Rd","351","Airside Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2164,1638,2858
"258","Haji Bunder Rd","352","Shop No.11/12, Shivaji Rd, Old Panvel, Panvel","3/1/2020 - 3/31/2020, Every day, Daily Average",3550,2867,4395
"258","Haji Bunder Rd","353","Ghodbunder Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4830,3807,6127
"258","Haji Bunder Rd","354","0, Western Express Hwy, Mashachapada, Mira Road East","3/1/2020 - 3/31/2020, Every day, Daily Average",5148,4059,6527
"258","Haji Bunder Rd","355","Sharda Prem CHS","3/1/2020 - 3/31/2020, Every day, Daily Average",2288,1806,2897
"258","Haji Bunder Rd","356","B3","3/1/2020 - 3/31/2020, Every day, Daily Average",3087,2422,3933
"258","Haji Bunder Rd","357","0, Mahakali Caves Rd, Chakala, Andheri East","3/1/2020 - 3/31/2020, Every day, Daily Average",2453,1876,3206
"258","Haji Bunder Rd","360","Shree Swami Samarth Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",2796,2204,3546
"258","Haji Bunder Rd","361","Mumbai - Agra National Hwy","3/1/2020 - 3/31/2020, Every day, Daily Average",3256,2648,4002
"258","Haji Bunder Rd","362","Jeevanprabha Soc.","3/1/2020 - 3/31/2020, Every day, Daily Average",4773,3740,6090
"258","Haji Bunder Rd","363","H-7, Kusumargraj Marg, Tulsi Dham, Samata Nagar, Thane West","3/1/2020 - 3/31/2020, Every day, Daily Average",2618,2036,3365
"258","Haji Bunder Rd","364","Sant Namdev Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",5176,4029,6648
"258","Haji Bunder Rd","366","Narayan Dairy Road","3/1/2020 - 3/31/2020, Every day, Daily Average",2907,2335,3618
"258","Haji Bunder Rd","367","Ixora","3/1/2020 - 3/31/2020, Every day, Daily Average",3018,2392,3806
"258","Haji Bunder Rd","368","Sion - Panvel Expy","3/1/2020 - 3/31/2020, Every day, Daily Average",1397,1043,1870
"258","Haji Bunder Rd","369","Sai Sparsh CHS","3/1/2020 - 3/31/2020, Every day, Daily Average",2650,2143,3276
"258","Haji Bunder Rd","370","Lokmanya Tilak Terminus Flyover","3/1/2020 - 3/31/2020, Every day, Daily Average",1281,982,1669
"258","Haji Bunder Rd","371","Jari Mari Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2160,1748,2668
"258","Haji Bunder Rd","372","Panchsheel Co-operative Housing Society","3/1/2020 - 3/31/2020, Every day, Daily Average",5538,4439,6909
"258","Haji Bunder Rd","374","0, Ghodbunder Rd, Patlipada, Thane West","3/1/2020 - 3/31/2020, Every day, Daily Average",3223,2554,4066
"258","Haji Bunder Rd","376","Regency Estate","3/1/2020 - 3/31/2020, Every day, Daily Average",4882,3821,6236
"258","Haji Bunder Rd","377","Om Sai Apartment, Near Shree Krishna Temple, PO-Katemanivali, Chinchpada Rd, Chinchpada Gaon","3/1/2020 - 3/31/2020, Every day, Daily Average",6356,5163,7823
"258","Haji Bunder Rd","378","Hemant","3/1/2020 - 3/31/2020, Every day, Daily Average",1321,1005,1734
"258","Haji Bunder Rd","379","300, Rd No 9A, Chembur East","3/1/2020 - 3/31/2020, Every day, Daily Average",1184,889,1576
"258","Haji Bunder Rd","380","E10/21, Parasnath Complex Rd, Valpada, Dapode","3/1/2020 - 3/31/2020, Every day, Daily Average",3772,3044,4672
"258","Haji Bunder Rd","381","Railway Sports Ground Ln","3/1/2020 - 3/31/2020, Every day, Daily Average",1365,890,2092
"258","Haji Bunder Rd","382","200, Barrister Rajni Patel Marg, Nariman Point","3/1/2020 - 3/31/2020, Every day, Daily Average",1333,961,1847
"258","Haji Bunder Rd","383","Mumbra Bypass Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3054,2352,3964
"258","Haji Bunder Rd","384","0-A","3/1/2020 - 3/31/2020, Every day, Daily Average",3897,2954,5139
"258","Haji Bunder Rd","385","Unnamed Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4578,3646,5747
"258","Haji Bunder Rd","386","Sonarpada Naka to Star Colony MIDC Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4796,3732,6162
"258","Haji Bunder Rd","387","Bandra - Worli Sea Link","3/1/2020 - 3/31/2020, Every day, Daily Average",2152,1531,3023
"258","Haji Bunder Rd","389","PM Kulkarni Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4577,3444,6081
"258","Haji Bunder Rd","391","Sion - Panvel Expy","3/1/2020 - 3/31/2020, Every day, Daily Average",1508,1139,1995
"258","Haji Bunder Rd","392","1C, Jagatguru Aadi Shankracharya Marg, Dr D Y Patil Vidyanagar, Sector 5, Nerul","3/1/2020 - 3/31/2020, Every day, Daily Average",2312,1848,2891
"258","Haji Bunder Rd","393","300-23, SB Patil Rd, Santa Cruz, Potohar Nagar, Santacruz West","3/1/2020 - 3/31/2020, Every day, Daily Average",2917,2315,3674
"258","Haji Bunder Rd","394","WING-B, Lal Bahadur Shastri Rd, Ambedkar Nagar, Kanjurmarg West, Bhandup West","3/1/2020 - 3/31/2020, Every day, Daily Average",1866,1484,2344
"258","Haji Bunder Rd","395","MHADA Colony 19, Powai","3/1/2020 - 3/31/2020, Every day, Daily Average",2371,1907,2947
"258","Haji Bunder Rd","397","E13","3/1/2020 - 3/31/2020, Every day, Daily Average",2116,1636,2736
"258","Haji Bunder Rd","398","0 To 24","3/1/2020 - 3/31/2020, Every day, Daily Average",2764,2149,3553
"258","Haji Bunder Rd","399","Gavdevi Mandir Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4707,3660,6053
"258","Haji Bunder Rd","400","Pranavanandji Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",1957,1541,2484
"258","Haji Bunder Rd","401","Janta Market Rd, APMC Fruits and Vegetable Market, Sector 19, Turbhe","3/1/2020 - 3/31/2020, Every day, Daily Average",2229,1792,2772
"258","Haji Bunder Rd","402","0, Sion - Panvel Expy, Sector 30A, Vashi","3/1/2020 - 3/31/2020, Every day, Daily Average",1997,1576,2530
"258","Haji Bunder Rd","403","22A Shah, Off Veera Desai Rd, Industrial Area, Andheri West","3/1/2020 - 3/31/2020, Every day, Daily Average",3347,2527,4433
"258","Haji Bunder Rd","405","Usha Sadan Building","3/1/2020 - 3/31/2020, Every day, Daily Average",1365,990,1880
"258","Haji Bunder Rd","406","0, Air India Rd, Kolivery Village, Vidya Nagari, Indian Airlines Staff Colony 2, Santacruz East","3/1/2020 - 3/31/2020, Every day, Daily Average",1707,1300,2240
"258","Haji Bunder Rd","407","0, Sahyadri Nagar","3/1/2020 - 3/31/2020, Every day, Daily Average",4758,3663,6180
"258","Haji Bunder Rd","408","Mahankali Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4726,3566,6262
"258","Haji Bunder Rd","409","0, Roadpali","3/1/2020 - 3/31/2020, Every day, Daily Average",3269,2638,4049
"258","Haji Bunder Rd","410","WING-A, Bal Rajeshwar Marg, Govardhan Nagar, Mulund West","3/1/2020 - 3/31/2020, Every day, Daily Average",2866,2355,3487
"258","Haji Bunder Rd","412","0, Pipe Line Rd, Students' Residential Zone, IIT Area, Powai","3/1/2020 - 3/31/2020, Every day, Daily Average",2196,1756,2745
"258","Haji Bunder Rd","413","Raintree Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",3188,2637,3853
"258","Haji Bunder Rd","414","E-101, IRB Rd, MHADA Colony 20, Powai","3/1/2020 - 3/31/2020, Every day, Daily Average",2551,2011,3234
"258","Haji Bunder Rd","415","R-340, Rd No 7, MIDC Industrial Area, Rabale","3/1/2020 - 3/31/2020, Every day, Daily Average",2890,2318,3602
"258","Haji Bunder Rd","416","Diva Shil Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3733,2927,4760
"258","Haji Bunder Rd","417","0, DP Rd, Swapna Nagari, Nirmal Nagar, Mulund West","3/1/2020 - 3/31/2020, Every day, Daily Average",2840,2363,3412
"258","Haji Bunder Rd","421","Sewri - Chembur Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",478,344,662
"258","Haji Bunder Rd","422","0, Gupha Rd, Janata Colony, Jogeshwari East","3/1/2020 - 3/31/2020, Every day, Daily Average",2619,2017,3400
"258","Haji Bunder Rd","423","Kumkum Park Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2956,2373,3681
"258","Haji Bunder Rd","424","0-70, New Link Rd, Highland Park, Andheri West","3/1/2020 - 3/31/2020, Every day, Daily Average",3675,2881,4687
"258","Haji Bunder Rd","425","100, Sector 12","3/1/2020 - 3/31/2020, Every day, Daily Average",2321,1792,3004
"258","Haji Bunder Rd","426","SANT","3/1/2020 - 3/31/2020, Every day, Daily Average",1252,949,1650
"258","Haji Bunder Rd","427","Electrosoft Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3528,2799,4446
"258","Haji Bunder Rd","428","Central Rd N","3/1/2020 - 3/31/2020, Every day, Daily Average",2614,2146,3183
"258","Haji Bunder Rd","429","Adonia","3/1/2020 - 3/31/2020, Every day, Daily Average",2381,1938,2924
"258","Haji Bunder Rd","430","Saket Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3081,2445,3881
"258","Haji Bunder Rd","431","0, Koliwada","3/1/2020 - 3/31/2020, Every day, Daily Average",3694,2906,4694
"258","Haji Bunder Rd","433","Bhagirathi Bhavan","3/1/2020 - 3/31/2020, Every day, Daily Average",1295,963,1740
"258","Haji Bunder Rd","434","0/506, Western Express Hwy, Aarey Colony, Goregaon East","3/1/2020 - 3/31/2020, Every day, Daily Average",2795,2142,3647
"258","Haji Bunder Rd","436","0, Anand Nagar","3/1/2020 - 3/31/2020, Every day, Daily Average",3575,2832,4512
"258","Haji Bunder Rd","437","Gurudwara Road","3/1/2020 - 3/31/2020, Every day, Daily Average",6313,5265,7569
"258","Haji Bunder Rd","438","Rambaug Lane Number 5","3/1/2020 - 3/31/2020, Every day, Daily Average",5573,4312,7202
"258","Haji Bunder Rd","439","Plot No.15, Kalamboli Link Rd, Roadpali, Kalamboli, Panvel","3/1/2020 - 3/31/2020, Every day, Daily Average",2858,2302,3547
"258","Haji Bunder Rd","440","Bhima Mangal Chawl","3/1/2020 - 3/31/2020, Every day, Daily Average",2052,1655,2542
"258","Haji Bunder Rd","441","100, Uran Rd, Sector 32, Seawoods","3/1/2020 - 3/31/2020, Every day, Daily Average",2864,2306,3556
"258","Haji Bunder Rd","442","0, Mysore Colony Road, Mysore Colony, Chembur East","3/1/2020 - 3/31/2020, Every day, Daily Average",514,390,676
"258","Haji Bunder Rd","443","4C","3/1/2020 - 3/31/2020, Every day, Daily Average",2914,2360,3597
"258","Haji Bunder Rd","444","900/2, Uran Rd, Mominpada, Old Panvel, Panvel","3/1/2020 - 3/31/2020, Every day, Daily Average",3722,3112,4450
"258","Haji Bunder Rd","447","700-754, Dr Ghanti Rd, Central Railway Colony, Parsee Colony, Dadar","3/1/2020 - 3/31/2020, Every day, Daily Average",1190,809,1749
"258","Haji Bunder Rd","448","1B-66","3/1/2020 - 3/31/2020, Every day, Daily Average",3151,2413,4113
"258","Haji Bunder Rd","449","0, Katemanivali Rd, Bhagwan Colony, Kolsewadi, Kalyan East","3/1/2020 - 3/31/2020, Every day, Daily Average",6103,4946,7529
"258","Haji Bunder Rd","450","Sion - Panvel Expy","3/1/2020 - 3/31/2020, Every day, Daily Average",1691,1305,2190
"258","Haji Bunder Rd","451","Western Express Hwy","3/1/2020 - 3/31/2020, Every day, Daily Average",4949,3891,6293
"258","Haji Bunder Rd","452","0, Mugalsan Rd, Sector-19, Airoli","3/1/2020 - 3/31/2020, Every day, Daily Average",2626,2206,3125
"258","Haji Bunder Rd","453","Chhatrapati Shivaji International Airport Area","3/1/2020 - 3/31/2020, Every day, Daily Average",2530,1926,3322
"258","Haji Bunder Rd","455","0, Maker Arcade, Chamundeshwari Nagar, Cuffe Parade","3/1/2020 - 3/31/2020, Every day, Daily Average",1664,1261,2194
"258","Haji Bunder Rd","456","Bablram Palevar Chawl","3/1/2020 - 3/31/2020, Every day, Daily Average",2416,1856,3143
"258","Haji Bunder Rd","457","Kanishka Co-op Hsg. Soc.","3/1/2020 - 3/31/2020, Every day, Daily Average",6008,4432,8143
"258","Haji Bunder Rd","458","Dapuda Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3929,3170,4868
"258","Haji Bunder Rd","459","Modispaces New Life","3/1/2020 - 3/31/2020, Every day, Daily Average",4481,3284,6112
"258","Haji Bunder Rd","460","Mansarovar Station Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3458,2839,4210
"258","Haji Bunder Rd","461","6900, Rd Number 34, Hanuman Nagar, Wagle Industrial Estate, Thane West","3/1/2020 - 3/31/2020, Every day, Daily Average",2858,2311,3534
"258","Haji Bunder Rd","463","Darshani Society","3/1/2020 - 3/31/2020, Every day, Daily Average",2520,1967,3228
"258","Haji Bunder Rd","464","Kala Talaw Road","3/1/2020 - 3/31/2020, Every day, Daily Average",5193,4209,6406
"258","Haji Bunder Rd","465","Pipe Line Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3166,2487,4030
"258","Haji Bunder Rd","466","Mumbra Bypass Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3407,2627,4418
"258","Haji Bunder Rd","467","Old Link Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4713,3459,6420
"258","Haji Bunder Rd","469","0, Frere Rd, Indira Docks, Mumbai Port Trust, Mazgaon","3/1/2020 - 3/31/2020, Every day, Daily Average",509,361,716
"258","Haji Bunder Rd","470","7A-B","3/1/2020 - 3/31/2020, Every day, Daily Average",3011,2307,3929
"258","Haji Bunder Rd","471","100, Carter Rd, Bandra West","3/1/2020 - 3/31/2020, Every day, Daily Average",2390,2016,2832
"258","Haji Bunder Rd","472","Roopchand Apartments","3/1/2020 - 3/31/2020, Every day, Daily Average",2863,2185,3749
"258","Haji Bunder Rd","473","Sabe Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4112,3233,5229
"258","Haji Bunder Rd","474","Sarojini Naidu Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",4016,3097,5206
"258","Haji Bunder Rd","475","Rustomjee Acura","3/1/2020 - 3/31/2020, Every day, Daily Average",2801,2172,3610
"258","Haji Bunder Rd","479","Dev Darshan Apartment","3/1/2020 - 3/31/2020, Every day, Daily Average",2541,1996,3234
"258","Haji Bunder Rd","481","Unnamed Road","3/1/2020 - 3/31/2020, Every day, Daily Average",2659,2150,3287
"258","Haji Bunder Rd","484","Mohane Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",6034,4765,7640
"258","Haji Bunder Rd","486","D-5, Vikhroli Park Site Rd Number 1, Ganga Society, Vikhroli Park Site, Varsha Nagar, Vikhroli West","3/1/2020 - 3/31/2020, Every day, Daily Average",2101,1603,2752
"258","Haji Bunder Rd","488","Taloja Phase 1 Rd, Sector 11, Petali, Taloja","3/1/2020 - 3/31/2020, Every day, Daily Average",3613,3094,4218
"258","Haji Bunder Rd","489","Ajitnath","3/1/2020 - 3/31/2020, Every day, Daily Average",3952,2946,5301
"258","Haji Bunder Rd","491","100, SV Rd, Khan Estate, Jogeshwari West","3/1/2020 - 3/31/2020, Every day, Daily Average",2936,2263,3808
"258","Haji Bunder Rd","492","M1","3/1/2020 - 3/31/2020, Every day, Daily Average",2834,2311,3474
"258","Haji Bunder Rd","493","0-63","3/1/2020 - 3/31/2020, Every day, Daily Average",5236,4017,6824
"258","Haji Bunder Rd","494","Ghodbunder Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4366,3466,5499
"258","Haji Bunder Rd","495","MH SH 76","3/1/2020 - 3/31/2020, Every day, Daily Average",3329,2696,4109
"258","Haji Bunder Rd","497","Palm Beach Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2372,1884,2985
"258","Haji Bunder Rd","498","0-502, MG Road, Mulund West","3/1/2020 - 3/31/2020, Every day, Daily Average",2330,1914,2836
"258","Haji Bunder Rd","499","E-202","3/1/2020 - 3/31/2020, Every day, Daily Average",831,678,1018
"258","Haji Bunder Rd","500","Thane - Belapur Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2078,1642,2628
"258","Haji Bunder Rd","501","Parishram Building, Pandurang Wadi,Ramchandra Nagar, SBI Colony, Dombivli East","3/1/2020 - 3/31/2020, Every day, Daily Average",5096,3947,6578
"258","Haji Bunder Rd","502","Plot No. 49, Sector 20, Kamothe, Panvel","3/1/2020 - 3/31/2020, Every day, Daily Average",3280,2659,4045
"258","Haji Bunder Rd","505","J-57, Railway Station Rd, Poonam Sagar Complex, Mira Road East","3/1/2020 - 3/31/2020, Every day, Daily Average",4967,3773,6537
"258","Haji Bunder Rd","506","Mumbai - Agra National Hwy","3/1/2020 - 3/31/2020, Every day, Daily Average",1760,1410,2196
"258","Haji Bunder Rd","507","MDP Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3725,2781,4988
"258","Haji Bunder Rd","508","0, Kevni Pada","3/1/2020 - 3/31/2020, Every day, Daily Average",3103,2328,4134
"258","Haji Bunder Rd","509","Annexe Building","3/1/2020 - 3/31/2020, Every day, Daily Average",2119,1596,2812
"258","Haji Bunder Rd","510","Bhiwandi - Wada Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3282,2581,4172
"258","Haji Bunder Rd","511","Mehra Bhavan","3/1/2020 - 3/31/2020, Every day, Daily Average",2705,2127,3438
"258","Haji Bunder Rd","513","200, Swami Vivekananda Rd, Mahim West, Mahim","3/1/2020 - 3/31/2020, Every day, Daily Average",2003,1528,2625
"258","Haji Bunder Rd","514","Highland Park","3/1/2020 - 3/31/2020, Every day, Daily Average",2946,2186,3969
"258","Haji Bunder Rd","515","Ambedkar Chawk Road","3/1/2020 - 3/31/2020, Every day, Daily Average",3030,2394,3833
"258","Haji Bunder Rd","516","0, Marol MIDC Industry Estate","3/1/2020 - 3/31/2020, Every day, Daily Average",3177,2594,3890
"258","Haji Bunder Rd","517","0, Anand Nagar Rd, MHADA Colony, Mulund East","3/1/2020 - 3/31/2020, Every day, Daily Average",2080,1696,2550
"258","Haji Bunder Rd","519","0, Ganpat Rao Kadam Marg, Upper Worli, Worli","3/1/2020 - 3/31/2020, Every day, Daily Average",1832,1311,2559
"258","Haji Bunder Rd","520","0, Garodiya Nagar Rd, Garodia Nagar, Ghatkopar East","3/1/2020 - 3/31/2020, Every day, Daily Average",1153,910,1459
"258","Haji Bunder Rd","521","Mulund - Airoli Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2375,1949,2893
"258","Haji Bunder Rd","522","Kharghar Hills","3/1/2020 - 3/31/2020, Every day, Daily Average",2614,2107,3242
"258","Haji Bunder Rd","525","Unnamed Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4321,3579,5216
