"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"258","Haji Bunder Rd","78","Seawoods Station Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2496,1983,3140
"258","Haji Bunder Rd","79","300, Lamington Rd, Grant Road East, Shapur Baug, Girgaon","3/1/2020 - 3/31/2020, Every day, Daily Average",1308,890,1921
"258","Haji Bunder Rd","80","200-B, Lal Bahadur Shastri Marg, Sonapur, Bhandup West","3/1/2020 - 3/31/2020, Every day, Daily Average",2358,1900,2924
"258","Haji Bunder Rd","81","Kalyan Railway Officer's Resthouse ORH","3/1/2020 - 3/31/2020, Every day, Daily Average",5761,4457,7446
"258","Haji Bunder Rd","83","Walchand Hirachand Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",772,509,1169
"258","Haji Bunder Rd","84","500, JP Road, Sahayog Society, Azad Nagar, Andheri West","3/1/2020 - 3/31/2020, Every day, Daily Average",3269,2440,4377
"258","Haji Bunder Rd","85","0, 5th Ln, Union Park, Pali Hill","3/1/2020 - 3/31/2020, Every day, Daily Average",2665,2112,3361
"258","Haji Bunder Rd","86","200-A","3/1/2020 - 3/31/2020, Every day, Daily Average",2468,1872,3252
"258","Haji Bunder Rd","87","C 537, Pawane Village Rd, T.T.C. Industrial Area, MIDC Industrial Area, Pawne","3/1/2020 - 3/31/2020, Every day, Daily Average",2543,2078,3111
"258","Haji Bunder Rd","88","600, DP Rd, Nahar Amrit Shakti, Chandivali, Powai","3/1/2020 - 3/31/2020, Every day, Daily Average",2179,1690,2807
"258","Haji Bunder Rd","89","Plot No.456, Takka Rd, Takka Colony, Panvel Old","3/1/2020 - 3/31/2020, Every day, Daily Average",3653,2961,4506
"258","Haji Bunder Rd","92","B/10, VL Pednekar Marg, Police Colony, Naigaon","3/1/2020 - 3/31/2020, Every day, Daily Average",1516,952,2412
"258","Haji Bunder Rd","93","Pranjali","3/1/2020 - 3/31/2020, Every day, Daily Average",2439,1950,3049
"258","Haji Bunder Rd","94","Tiwari Chawl","3/1/2020 - 3/31/2020, Every day, Daily Average",4854,3563,6610
"258","Haji Bunder Rd","95","0, Kolshet Rd, Kolshet Industrial Area, Thane West","3/1/2020 - 3/31/2020, Every day, Daily Average",3480,2772,4367
"258","Haji Bunder Rd","96","Shil Phata - Mahape Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2915,2369,3585
"258","Haji Bunder Rd","100","RL-140, Kalyan Rd, Milap Nagar, Dombivli East","3/1/2020 - 3/31/2020, Every day, Daily Average",5080,3969,6500
"258","Haji Bunder Rd","102","Sachdeva Building","3/1/2020 - 3/31/2020, Every day, Daily Average",2396,1893,3031
"258","Haji Bunder Rd","106","Kopra Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2798,2261,3461
"258","Haji Bunder Rd","107","0, Triveni Society","3/1/2020 - 3/31/2020, Every day, Daily Average",3707,3131,4388
"258","Haji Bunder Rd","108","R.B.I Branch","3/1/2020 - 3/31/2020, Every day, Daily Average",1471,1035,2090
"258","Haji Bunder Rd","109","0, Versova Beach Road, Aram Nagar, Versova, Andheri West","3/1/2020 - 3/31/2020, Every day, Daily Average",3546,2818,4461
"258","Haji Bunder Rd","110","Estrella","3/1/2020 - 3/31/2020, Every day, Daily Average",2342,1835,2988
"258","Haji Bunder Rd","112","NP-11","3/1/2020 - 3/31/2020, Every day, Daily Average",2302,1762,3005
"258","Haji Bunder Rd","113","Bholenath Nagar St","3/1/2020 - 3/31/2020, Every day, Daily Average",3721,2991,4628
"258","Haji Bunder Rd","114","200, Rd Number 31, Namdev Koli Marg, Sion","3/1/2020 - 3/31/2020, Every day, Daily Average",1262,912,1746
"258","Haji Bunder Rd","115","Eco Vista","3/1/2020 - 3/31/2020, Every day, Daily Average",3481,2757,4394
"258","Haji Bunder Rd","116","Gagangiri Maharaj Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",2971,2359,3741
"258","Haji Bunder Rd","117","100-a, A Gandhi Marg, Vadgadi, Masjid Bandar West, Masjid Bandar","3/1/2020 - 3/31/2020, Every day, Daily Average",353,245,508
"258","Haji Bunder Rd","118","B-101, Lokhandwala Rd, Lokhandwala Twp, Kandivali East","3/1/2020 - 3/31/2020, Every day, Daily Average",4235,3127,5734
"258","Haji Bunder Rd","119","0, Palm Beach Rd, Sector 19C, Sector 15, Vashi","3/1/2020 - 3/31/2020, Every day, Daily Average",2234,1732,2880
"258","Haji Bunder Rd","120","0, Nanabhai Moos Marg, Navy Nagar, Colaba","3/1/2020 - 3/31/2020, Every day, Daily Average",1621,1257,2089
"258","Haji Bunder Rd","122","Plot 9","3/1/2020 - 3/31/2020, Every day, Daily Average",3697,2995,4562
"258","Haji Bunder Rd","123","0, 1st Ln, MSEB Colony, Santacruz West","3/1/2020 - 3/31/2020, Every day, Daily Average",2055,1560,2706
"258","Haji Bunder Rd","124","0, Tokershi Jivraj Rd, Shivaji Nagar, Parel","3/1/2020 - 3/31/2020, Every day, Daily Average",178,126,250
"258","Haji Bunder Rd","125","A157-B, Chandivali Rd, Muranjan Wadi, Chandivali, Powai","3/1/2020 - 3/31/2020, Every day, Daily Average",2886,2232,3730
"258","Haji Bunder Rd","127","Pilot Bandar Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",1455,1045,2025
"258","Haji Bunder Rd","128","0-27, Bimbisar Nagar Rd, Bimbisar Nagar, Goregaon East","3/1/2020 - 3/31/2020, Every day, Daily Average",2702,2076,3515
"258","Haji Bunder Rd","129","0-2","3/1/2020 - 3/31/2020, Every day, Daily Average",2426,1954,3011
"258","Haji Bunder Rd","130","Shri Pundalik Mahadu Patil Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",2170,1724,2730
"258","Haji Bunder Rd","132","Pushpak Apartments","3/1/2020 - 3/31/2020, Every day, Daily Average",1532,1114,2105
"258","Haji Bunder Rd","133","148B, Juhu Tara Rd, Airport Area, Juhu","3/1/2020 - 3/31/2020, Every day, Daily Average",3275,2557,4193
"258","Haji Bunder Rd","134","Sai Baba Nagar Ln","3/1/2020 - 3/31/2020, Every day, Daily Average",4316,3227,5772
"258","Haji Bunder Rd","135","M/5, Best Colony Rd, Anand Nagar, Andheri West","3/1/2020 - 3/31/2020, Every day, Daily Average",3801,2978,4850
"258","Haji Bunder Rd","136","Vit Bhatti Ram Yadav Chawl","3/1/2020 - 3/31/2020, Every day, Daily Average",3086,2336,4076
"258","Haji Bunder Rd","137","SV Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4315,3308,5628
"258","Haji Bunder Rd","138","Building 21","3/1/2020 - 3/31/2020, Every day, Daily Average",558,429,724
"258","Haji Bunder Rd","139","300, Swatantrya Veer Sawarkar Marg, Chandrakant Dhuru Wadi, Dadar","3/1/2020 - 3/31/2020, Every day, Daily Average",1617,1196,2185
"258","Haji Bunder Rd","141","C-104, MH SH 35, Bangar Nagar, Rajlaxmi Complex, Kalher","3/1/2020 - 3/31/2020, Every day, Daily Average",3760,2956,4781
"258","Haji Bunder Rd","142","Rd Number 1, Pandurang Wadi, Goregaon West","3/1/2020 - 3/31/2020, Every day, Daily Average",3273,2469,4337
"258","Haji Bunder Rd","143","A-11, Sarojini Naidu Rd, Tambe Nagar, Ashok Nagar, Mulund West","3/1/2020 - 3/31/2020, Every day, Daily Average",2576,2079,3190
"258","Haji Bunder Rd","144","0, Ghodbunder Rd, Ghodbander Village, Ghodbunder","3/1/2020 - 3/31/2020, Every day, Daily Average",5148,4053,6537
"258","Haji Bunder Rd","146","WING A, Mohan Gokhale Rd, Yashodham, Goregaon East","3/1/2020 - 3/31/2020, Every day, Daily Average",3555,2728,4631
"258","Haji Bunder Rd","147","A-35, Rd Number 16, Tilak Nagar, Goregaon West","3/1/2020 - 3/31/2020, Every day, Daily Average",3221,2471,4197
"258","Haji Bunder Rd","148","67100, Chahu Bhiva Marg, Kharegaon, Kalwa","3/1/2020 - 3/31/2020, Every day, Daily Average",2872,2250,3664
"258","Haji Bunder Rd","149","I -2","3/1/2020 - 3/31/2020, Every day, Daily Average",1239,987,1554
"258","Haji Bunder Rd","151","Seawoods Estates Road","3/1/2020 - 3/31/2020, Every day, Daily Average",2683,2171,3314
"258","Haji Bunder Rd","152","Vaibhav CHS","3/1/2020 - 3/31/2020, Every day, Daily Average",2409,1919,3024
"258","Haji Bunder Rd","154","0, Airoli Knowledge Park Road, MSEB Staff Colony, TTC Industrial Area, Airoli","3/1/2020 - 3/31/2020, Every day, Daily Average",2890,2451,3406
"258","Haji Bunder Rd","155","Gopal Apartment B-Wing","3/1/2020 - 3/31/2020, Every day, Daily Average",3449,2626,4528
"258","Haji Bunder Rd","156","Sindhu Co Op Housing Society","3/1/2020 - 3/31/2020, Every day, Daily Average",2489,1939,3194
"258","Haji Bunder Rd","157","0, Shankheshwar Rd, Kanchangoan, Dombivli East","3/1/2020 - 3/31/2020, Every day, Daily Average",5562,4364,7088
"258","Haji Bunder Rd","158","Maratha Samaj","3/1/2020 - 3/31/2020, Every day, Daily Average",1341,823,2182
"258","Haji Bunder Rd","159","0, Sahar Rd, Andheri East","3/1/2020 - 3/31/2020, Every day, Daily Average",2485,1912,3228
"258","Haji Bunder Rd","161","Anthony Church Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2980,2274,3904
"258","Haji Bunder Rd","162","X-3","3/1/2020 - 3/31/2020, Every day, Daily Average",1731,1319,2270
"258","Haji Bunder Rd","163","0-A","3/1/2020 - 3/31/2020, Every day, Daily Average",734,556,967
"258","Haji Bunder Rd","165","Jalaram Jyot CHS","3/1/2020 - 3/31/2020, Every day, Daily Average",3088,2540,3752
"258","Haji Bunder Rd","166","Akashdeep Service Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",1596,1214,2096
"258","Haji Bunder Rd","167","0/1","3/1/2020 - 3/31/2020, Every day, Daily Average",2434,1830,3236
"258","Haji Bunder Rd","168","0, Sector 8A","3/1/2020 - 3/31/2020, Every day, Daily Average",2800,2258,3471
"258","Haji Bunder Rd","169","Dapoli Targarh Road","3/1/2020 - 3/31/2020, Every day, Daily Average",2804,2282,3445
"258","Haji Bunder Rd","170","0/B, Juhu Tara Rd, Chandrabai Nagar, Juhu","3/1/2020 - 3/31/2020, Every day, Daily Average",3300,2587,4208
"258","Haji Bunder Rd","171","Jogeshwari - Vikhroli Link Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",1614,1312,1984
"258","Haji Bunder Rd","173","Mumbai - Agra National Hwy","3/1/2020 - 3/31/2020, Every day, Daily Average",3075,2486,3802
"258","Haji Bunder Rd","178","0-A, Rd Number 3, Govandi West, Phase 1, Shivaji Nagar","3/1/2020 - 3/31/2020, Every day, Daily Average",1266,944,1697
"258","Haji Bunder Rd","179","Mumbai - Pune Expy","3/1/2020 - 3/31/2020, Every day, Daily Average",3116,2596,3739
"258","Haji Bunder Rd","180","Bhikanji Damaji Patil Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",794,584,1078
"258","Haji Bunder Rd","181","A-8, Shanti Gardens Rd, New Shree Krishna Garden, Sector 2, Srishti Complex, Mira Road East","3/1/2020 - 3/31/2020, Every day, Daily Average",4452,3440,5761
"258","Haji Bunder Rd","182","12KBC","3/1/2020 - 3/31/2020, Every day, Daily Average",1189,953,1482
"258","Haji Bunder Rd","183","Ma-Krupa Apartment, Shimpoli Road, Gautam Nagar, Borivali West","3/1/2020 - 3/31/2020, Every day, Daily Average",4232,3177,5636
"258","Haji Bunder Rd","184","P-17","3/1/2020 - 3/31/2020, Every day, Daily Average",2308,1835,2901
"258","Haji Bunder Rd","185","100, Sona Enterprises Colony","3/1/2020 - 3/31/2020, Every day, Daily Average",1523,1233,1880
"258","Haji Bunder Rd","186","0, Saki Vihar Rd, Raje Sambhaji Nagar, Marol, Andheri East","3/1/2020 - 3/31/2020, Every day, Daily Average",2642,2089,3339
"258","Haji Bunder Rd","187","0, Colaba Causeway, Cuffe Parade","3/1/2020 - 3/31/2020, Every day, Daily Average",1310,940,1825
"258","Haji Bunder Rd","188","Casa Bella Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4182,3249,5381
"258","Haji Bunder Rd","189","300, Lady Jamshedji Rd, Opp.Victoria School, New Dinkar Co Operative Housing Society, Mahim","3/1/2020 - 3/31/2020, Every day, Daily Average",1832,1361,2465
"258","Haji Bunder Rd","190","0, Lal Bahadur Shastri Marg, HMPL Surya Nagar, Vikhroli West","3/1/2020 - 3/31/2020, Every day, Daily Average",2024,1511,2710
"258","Haji Bunder Rd","191","0-713, Bandra - Worli Sea Link, Worli Sea Face, Worli","3/1/2020 - 3/31/2020, Every day, Daily Average",2804,1780,4415
"258","Haji Bunder Rd","192","0, Sai Baba Mandir Marg, Anand Vihar Complex, Mafatlal Colony, Kalwa","3/1/2020 - 3/31/2020, Every day, Daily Average",2913,2291,3702
"258","Haji Bunder Rd","193","0-1A","3/1/2020 - 3/31/2020, Every day, Daily Average",2454,2024,2975
"258","Haji Bunder Rd","194","Road Number 15","3/1/2020 - 3/31/2020, Every day, Daily Average",1410,1108,1793
"258","Haji Bunder Rd","195","500, Lakshmi Darshan","3/1/2020 - 3/31/2020, Every day, Daily Average",3292,2563,4228
"258","Haji Bunder Rd","196","0, Mindspace","3/1/2020 - 3/31/2020, Every day, Daily Average",4210,3115,5689
"258","Haji Bunder Rd","197","C-104, Pune Link Rd, Tisgao Naka, Santosh Nagar","3/1/2020 - 3/31/2020, Every day, Daily Average",5945,4681,7549
"258","Haji Bunder Rd","198","A-6, Mulund Goregaon Link Rd, Sanjay Gandhi National Park, Borivali East","3/1/2020 - 3/31/2020, Every day, Daily Average",2572,2176,3039
"258","Haji Bunder Rd","199","0, Bhandup Village Rd, Nahur, Industrial Area, Bhandup West","3/1/2020 - 3/31/2020, Every day, Daily Average",2173,1751,2695
"258","Haji Bunder Rd","203","0, Khairne Gaonthan Rd, Bonkode, Sector 12D, Sector 12, Kopar Khairane","3/1/2020 - 3/31/2020, Every day, Daily Average",2574,2045,3238
"258","Haji Bunder Rd","204","Maharashtra District Road 6","3/1/2020 - 3/31/2020, Every day, Daily Average",3040,2500,3695
"258","Haji Bunder Rd","205","0/4, Reti Bander Cross Rd, Reti Bunder, Mothagaon, Dombivli West","3/1/2020 - 3/31/2020, Every day, Daily Average",6068,4698,7837
"258","Haji Bunder Rd","207","Ram Nivas","3/1/2020 - 3/31/2020, Every day, Daily Average",2607,1719,3952
"258","Haji Bunder Rd","208","200, Friends Colony","3/1/2020 - 3/31/2020, Every day, Daily Average",1480,1137,1925
"258","Haji Bunder Rd","209","WING D, Palm Beach Rd, Sector 4, Sarsole","3/1/2020 - 3/31/2020, Every day, Daily Average",2267,1786,2876
"258","Haji Bunder Rd","210","0, C Buddha Vihar Marg, Dalal Estate, Kamathipura","3/1/2020 - 3/31/2020, Every day, Daily Average",977,685,1391
"258","Haji Bunder Rd","211","0-192, Panjrapol Rte, Marine Lines East, Gulal Wadi, Bhuleshwar","3/1/2020 - 3/31/2020, Every day, Daily Average",898,586,1374
"258","Haji Bunder Rd","213","Kalyan - Shilphata Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4326,3348,5588
"258","Haji Bunder Rd","214","Sai Saburi Co Operative Housing Society","3/1/2020 - 3/31/2020, Every day, Daily Average",2443,2004,2977
"258","Haji Bunder Rd","215","0, Veena Sitar","3/1/2020 - 3/31/2020, Every day, Daily Average",4371,3466,5511
"258","Haji Bunder Rd","217","Dropadi Amrut","3/1/2020 - 3/31/2020, Every day, Daily Average",2670,2117,3366
"258","Haji Bunder Rd","220","Utsav Chowk - CISF Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3328,2785,3975
"258","Haji Bunder Rd","221","Kalyan - Badlapur Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",6048,5016,7292
"258","Haji Bunder Rd","224","0, Sai Nagar","3/1/2020 - 3/31/2020, Every day, Daily Average",2277,1735,2987
"258","Haji Bunder Rd","225","100, Senapati Bapat Marg, Mahalaxmi Sindhi Colony, Matunga West","3/1/2020 - 3/31/2020, Every day, Daily Average",1381,967,1971
"258","Haji Bunder Rd","226","0, Ganesh Nagar","3/1/2020 - 3/31/2020, Every day, Daily Average",2951,2317,3757
"258","Haji Bunder Rd","228","A-101","3/1/2020 - 3/31/2020, Every day, Daily Average",3945,3201,4861
"258","Haji Bunder Rd","230","Shatrunjay Darshan","3/1/2020 - 3/31/2020, Every day, Daily Average",843,573,1238
"258","Haji Bunder Rd","231","Corridor Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",1026,857,1226
"258","Haji Bunder Rd","232","Andheri - Ghatkopar Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2440,1893,3144
"258","Haji Bunder Rd","233","Mumbai - Pune Expy","3/1/2020 - 3/31/2020, Every day, Daily Average",3102,2576,3734
"258","Haji Bunder Rd","234","AL-5/32, Mugalsan Rd, Sector 17, Airoli","3/1/2020 - 3/31/2020, Every day, Daily Average",2441,2042,2917
"258","Haji Bunder Rd","235","Golibar Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3913,3095,4945
"258","Haji Bunder Rd","236","SG Barve Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2875,2253,3668
"258","Haji Bunder Rd","237","D-21A","3/1/2020 - 3/31/2020, Every day, Daily Average",2549,2079,3124
"258","Haji Bunder Rd","238","B-16, MH SH 35, Saikrupa, Purna","3/1/2020 - 3/31/2020, Every day, Daily Average",3958,3234,4842
"258","Haji Bunder Rd","239","Tower B","3/1/2020 - 3/31/2020, Every day, Daily Average",1589,1006,2508
"258","Haji Bunder Rd","240","Qadri Road","3/1/2020 - 3/31/2020, Every day, Daily Average",1530,1201,1947
"258","Haji Bunder Rd","241","Bandar Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3669,2914,4619
"258","Haji Bunder Rd","242","0, Jasmine Mill Rd, kamla Nagar, Shammi Nagar, Mahim","3/1/2020 - 3/31/2020, Every day, Daily Average",1769,1364,2293
"258","Haji Bunder Rd","244","Manpada Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4681,3631,6033
"258","Haji Bunder Rd","245","600, Dhobhi Ghat, Anand Nagar, Vakola, Santacruz East","3/1/2020 - 3/31/2020, Every day, Daily Average",1941,1487,2532
"258","Haji Bunder Rd","246","K-157, Devidas Rd, Borivali West","3/1/2020 - 3/31/2020, Every day, Daily Average",4402,3409,5684
"258","Haji Bunder Rd","247","B-1, Eastern Express Hwy, Navghar, Mulund East","3/1/2020 - 3/31/2020, Every day, Daily Average",1930,1567,2376
"258","Haji Bunder Rd","248","Sagar Vihar Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",1844,1426,2384
"258","Haji Bunder Rd","249","0, Ashok Samrat Rd, ATI Staff CHS, Chunabhatti, Sion","3/1/2020 - 3/31/2020, Every day, Daily Average",1150,851,1552
"258","Haji Bunder Rd","250","Sandesh Building","3/1/2020 - 3/31/2020, Every day, Daily Average",140,96,204
"258","Haji Bunder Rd","253","Indira Apartments","3/1/2020 - 3/31/2020, Every day, Daily Average",839,623,1129
"258","Haji Bunder Rd","254","Metallurgical Engineering and Material Science Depatment","3/1/2020 - 3/31/2020, Every day, Daily Average",1952,1595,2387
"258","Haji Bunder Rd","255","0-11, Military Rd, Sankasth Pada Welfare Society, Raje Shivaji Nagar, Marol, Andheri East","3/1/2020 - 3/31/2020, Every day, Daily Average",3162,2433,4108
"258","Haji Bunder Rd","256","Puranik Rumah Bali Internal Road","3/1/2020 - 3/31/2020, Every day, Daily Average",3872,3054,4908
"258","Haji Bunder Rd","257","Nilaje Station Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4059,3433,4797
"258","Haji Bunder Rd","259","Hermitage Housing Society Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",4355,3345,5668
"258","Haji Bunder Rd","260","Mulund - Airoli Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2285,1866,2797
"258","Haji Bunder Rd","261","0, Shanti Road, Juhu Tara, Juhu","3/1/2020 - 3/31/2020, Every day, Daily Average",3186,2473,4103
"258","Haji Bunder Rd","262","100, Belapur Rd, Sector 11, CBD Belapur","3/1/2020 - 3/31/2020, Every day, Daily Average",2573,2060,3212
"258","Haji Bunder Rd","263","Litoliar Chamber","3/1/2020 - 3/31/2020, Every day, Daily Average",2878,2233,3709
"258","Haji Bunder Rd","264","H R Mahajani Marg","3/1/2020 - 3/31/2020, Every day, Daily Average",857,621,1180
"258","Haji Bunder Rd","265","500, Food Corporation of India Warehouse","3/1/2020 - 3/31/2020, Every day, Daily Average",3759,2817,5015
"258","Haji Bunder Rd","267","Bldg#22 Riverwood Park","3/1/2020 - 3/31/2020, Every day, Daily Average",4005,3125,5131
"258","Haji Bunder Rd","268","NH48","3/1/2020 - 3/31/2020, Every day, Daily Average",5126,4014,6545
"258","Haji Bunder Rd","269","0, Lokmanya Tilak Marg, Lohar Chawl, Kalbadevi","3/1/2020 - 3/31/2020, Every day, Daily Average",612,422,886
"258","Haji Bunder Rd","270","Shil Phata - Mahape Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3186,2594,3912
"258","Haji Bunder Rd","272","Chembur Castle","3/1/2020 - 3/31/2020, Every day, Daily Average",942,696,1273
"258","Haji Bunder Rd","273","0, Thane - Belapur Rd, MIDC INDL Area, Airoli","3/1/2020 - 3/31/2020, Every day, Daily Average",2720,2186,3384
"258","Haji Bunder Rd","277","0, Santoshi Mata Mandir Marg, Sector 3, Ghansoli","3/1/2020 - 3/31/2020, Every day, Daily Average",2763,2107,3623
"258","Haji Bunder Rd","278","Plot No -57, Main Rd, Sector 6A, Kamothe, Panvel","3/1/2020 - 3/31/2020, Every day, Daily Average",2941,2374,3643
"258","Haji Bunder Rd","279","Wadeghar Main Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4956,4019,6110
"258","Haji Bunder Rd","280","500, Swatantrya Veer Sawarkar Marg, Prabhadevi","3/1/2020 - 3/31/2020, Every day, Daily Average",2223,1528,3233
"258","Haji Bunder Rd","281","Gaimukh Mandir","3/1/2020 - 3/31/2020, Every day, Daily Average",4131,3277,5206
"258","Haji Bunder Rd","283","0, Khan Abdul Gaffar Khan Road, Dairy Colony, Worli","3/1/2020 - 3/31/2020, Every day, Daily Average",2165,1515,3093
"258","Haji Bunder Rd","286","Unnamed Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4451,3675,5389
"258","Haji Bunder Rd","288","Unnamed Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4612,3642,5839
"258","Haji Bunder Rd","289","SP Road","3/1/2020 - 3/31/2020, Every day, Daily Average",4005,3053,5252
"258","Haji Bunder Rd","290","0, Atmaram Sawant Rd, Ashok Nagar, Kandivali East","3/1/2020 - 3/31/2020, Every day, Daily Average",3476,2600,4646
"258","Haji Bunder Rd","291","0, Panvel Matheran Rd, Mangaldeep Society, Sukapur, New Panvel East, Panvel","3/1/2020 - 3/31/2020, Every day, Daily Average",3094,2541,3766
"258","Haji Bunder Rd","292","omkar krishna park plot no 106","3/1/2020 - 3/31/2020, Every day, Daily Average",3168,2639,3801
"258","Haji Bunder Rd","295","0, Navpada","3/1/2020 - 3/31/2020, Every day, Daily Average",3052,2381,3911
"258","Haji Bunder Rd","296","Port Trust Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",1030,811,1307
"258","Haji Bunder Rd","298","Siddique Complex Road","3/1/2020 - 3/31/2020, Every day, Daily Average",3839,2996,4919
"258","Haji Bunder Rd","300","100, Barrister Nath Pai Marg, Sewari East, Naralwadi, Sewri","3/1/2020 - 3/31/2020, Every day, Daily Average",89,46,171
"258","Haji Bunder Rd","301","0, Mankhurd West","3/1/2020 - 3/31/2020, Every day, Daily Average",1315,973,1775
"258","Haji Bunder Rd","302","Ganesh Darshan Co Operative Housing Society","3/1/2020 - 3/31/2020, Every day, Daily Average",591,370,942
"258","Haji Bunder Rd","303","Marine Dr","3/1/2020 - 3/31/2020, Every day, Daily Average",1146,835,1571
"258","Haji Bunder Rd","304","Vikas Building","3/1/2020 - 3/31/2020, Every day, Daily Average",842,588,1204
"258","Haji Bunder Rd","305","Eid Gah Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",5580,4406,7065
"258","Haji Bunder Rd","308","Sandeep Bhoir Road","3/1/2020 - 3/31/2020, Every day, Daily Average",3897,3035,5003
"258","Haji Bunder Rd","309","1st Pasta Ln, Cusrow Baug Colony, Apollo Bandar, Colaba","3/1/2020 - 3/31/2020, Every day, Daily Average",1190,865,1637
"258","Haji Bunder Rd","311","0/19, AK Nayak Marg, Azad Maidan, Fort","3/1/2020 - 3/31/2020, Every day, Daily Average",635,434,927
"258","Haji Bunder Rd","312","CMS Info Systems","3/1/2020 - 3/31/2020, Every day, Daily Average",2779,2253,3426
"258","Haji Bunder Rd","313","0, Balasaheb Sawant Rd, Gharkul Society, Ratan Nagar, Four Bungalows, Andheri West","3/1/2020 - 3/31/2020, Every day, Daily Average",3587,2770,4643
"258","Haji Bunder Rd","314","A-1, Gokul Towers Rd, Dattani Park, Thakur Village, Kandivali East","3/1/2020 - 3/31/2020, Every day, Daily Average",3654,2721,4906
"258","Haji Bunder Rd","315","0 & 3B, Pipe Line Rd, Kailash Nagar, Morarji Nagar, Powai","3/1/2020 - 3/31/2020, Every day, Daily Average",2776,2181,3531
"258","Haji Bunder Rd","316","Dadwala Cooperative Society","3/1/2020 - 3/31/2020, Every day, Daily Average",1165,838,1618
"258","Haji Bunder Rd","317","DAKC Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2697,2197,3310
"258","Haji Bunder Rd","318","Diva Shil Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3630,2847,4627
"258","Haji Bunder Rd","320","0, Ghodbunder Rd, Dongripada, Thane West","3/1/2020 - 3/31/2020, Every day, Daily Average",3400,2701,4278
"258","Haji Bunder Rd","322","700, Sector 3 and 4 Main Rd, Sector 3, Kopar Khairane","3/1/2020 - 3/31/2020, Every day, Daily Average",2629,2072,3335
"258","Haji Bunder Rd","323","Palm Beach Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2561,2027,3234
"258","Haji Bunder Rd","324","Lake Side Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",2196,1770,2724
"258","Haji Bunder Rd","325","Cotton Ave","3/1/2020 - 3/31/2020, Every day, Daily Average",76,54,106
"258","Haji Bunder Rd","326","B","3/1/2020 - 3/31/2020, Every day, Daily Average",3851,3044,4870
"258","Haji Bunder Rd","327","Plot No. 13, Mata Amritanandamayi Marg, Sector 22, Nerul","3/1/2020 - 3/31/2020, Every day, Daily Average",2595,2109,3191
"258","Haji Bunder Rd","328","Green Park Road","3/1/2020 - 3/31/2020, Every day, Daily Average",3381,2699,4235
"258","Haji Bunder Rd","329","Bhiwandi - Wada Rd","3/1/2020 - 3/31/2020, Every day, Daily Average",3399,2675,4318
"258","Haji Bunder Rd","330","Raj Kutir","3/1/2020 - 3/31/2020, Every day, Daily Average",1888,1463,2436
"258","Haji Bunder Rd","338","D-WING, Shailendra Vidyalay Marg, Shiv Shakti Complex, Borivali East","3/1/2020 - 3/31/2020, Every day, Daily Average",3951,2993,5214
"258","Haji Bunder Rd","340","100/A, Rd Number 2, Hanuman Nagar, Kannamwar Nagar I, Vikhroli East","3/1/2020 - 3/31/2020, Every day, Daily Average",1560,1264,1925
"258","Haji Bunder Rd","341","C-311, Pimpripada Rd, Pimpripada, Malad East","3/1/2020 - 3/31/2020, Every day, Daily Average",3859,2816,5287
